text,label
zihinsel durum bozukluğu aralıklı; konuşma sorunları da aynı şekilde gelip gidiyor.,açıklama
"belirtiler sorunun beyin sapına ilerlediğini gösteriyor; yakında yürüyemeyecek, kalıcı kör olacak ve solunum merkezi çökecek.",açıklama
"eğer tümörse bir ya da iki ayı vardır; enfeksiyonsa birkaç hafta, damarsal bir nedense belki bir hafta.",açıklama
steroidler bir şey yaptı ama tam olarak ne yaptığını henüz bilmiyorum.,açıklama
bu bir tümör değil; çok hızlı kötüleşiyor ve artık ayağa kalkamıyor.,açıklama
nerede jambon varsa orada domuz vardır; domuz varsa nörosistiserkozis ihtimali de vardır.,hipotez
tenya mı? beyninde bir kurt olduğunu mu düşünüyorsun?,soru
domuz eti iyi pişmezse canlı tenya larvalarını alırsın; bağırsağa tutunup büyürler.,açıklama
yumurtalar bağırsak duvarını geçip kan dolaşımına karışabilir.,açıklama
parazit sağlıklıyken bağışıklık sistemi onun varlığını fark etmez; salgılarıyla yanıtı baskılar.,açıklama
"parazit ölmeye başlayınca bağışıklık sistemi saldırır, her şey şişer ve bu beyin için çok kötüdür.",açıklama
beyninde bir tenya var; hiçbir şey yapmazsak hafta sonunu göremezsin.,açıklama
bunun bir kurt olduğunu gösterecek şekilde kanıtlayabiliriz; röntgen invaziv değil ve güvenlidir.,hipotez
sıradan bir röntgende kurtlar saçma taneleri gibi görünür.,açıklama
başını değil bacağını röntgenlemeliyiz; kurtlar uyluk kasını sever.,hipotez
burada gördüğünüz şey bir kurt larvası.,açıklama
"bacağımda varsa beynimde de vardır, öyle mi?",soru
"albendazol kullanacaksın; en az bir ay boyunca her gün yemekle alacaksın. olası yan etkiler karın ağrısı, bulantı, baş ağrısı, baş dönmesi, ateş ve saç dökülmesi.",açıklama
16 yaşındaki erkek hastada ani başlayan diplopi ve gece terörleri var.,açıklama
16 yaşındaki bir hastada gece terörü olması aileyle ayrıntılı konuşmak için çok iyi bir neden.,açıklama
gece terörlerini ne zamandır yaşıyorsun?,soru
"uyumaktan korkuyor, tamamen tükenmiş halde ve zar zor işlev görüyor.",açıklama
ergenlerde gece terörünün iki yaygın nedeni travma sonrası stres bozukluğu ve cinsel istismardır.,açıklama
lakros maçında başıma sert darbe aldım.,açıklama
acilde tarandı ve test edildi; beyin sarsıntısı olmadığı söylendi.,açıklama
acil servis yanılmış; çocukta beyin sarsıntısı var.,hipotez
çifte görmem başıma darbe almadan önce başlamıştı.,açıklama
bacağındaki o sıçramayı hissettin mi?,soru
bu bir miyoklonik sıçrama; solunum yavaşlayınca beyin bedeni ölüyor sanıp onu uyandırmak için dürtü gönderir.,açıklama
"uyumuyor, tamamen uyanık; hastaneye yatırın.",açıklama
"beyin vücudu kontrol etmeyi kaybediyor; gözleri odaklayamıyor, uykuyu düzenleyemiyor ve kas hareketlerini kontrol edemiyor.",açıklama
bu ya bir hareket bozukluğu ya da dejeneratif bir beyin hastalığı.,hipotez
belki de durum bu kadar ağır değildir; bir enfeksiyon olabilir.,hipotez
ateşi yok ve beyaz küre sayımı da yüksek değil.,açıklama
"gece terörünü dışarıda bırakırsak sorun karaciğer, böbrek ya da beyin dışındaki başka bir sistemden kaynaklanıyor olabilir.",hipotez
gece terörleri gerçek mi görelim; ayrıntılı bir polisomnografi istiyorum.,hipotez
eegde beyin aktivitesinde bozukluk var; ayak parmaklarına giden sinir yolları hasar görmüş.,açıklama
"bt, mr, tam kan sayımı, chem-7 ve akciğer grafisinin hepsi normal çıktı.",açıklama
16 yaşındaki bir beynin kusursuz olması gerekir; mrdaki en küçük anormallik bile önemlidir.,açıklama
iki yarıküreyi bağlayan sinir liflerinde hafif bir yer değişikliği var; bir şey beynin bir kısmına baskı yapıyor.,açıklama
radyoaktif izotopla işaretlenmiş maddeyi omurga yoluyla veriyoruz; beyne ulaşıp incelemeyi görünür hale getirecek.,açıklama
beyin omurilik sıvısına çıkış yolu sağlamak için ventriküle bir şant yerleştireceğiz.,hipotez
bos örneğinde oligoklonal bantlar ve intratekal igg artışı var.,açıklama
bu bulgular multipl skleroz düşündürüyor.,hipotez
mrda lezyon yokken multipl skleroz tanısından tam emin olamayız.,açıklama
eğer bu ms ise çok hızlı ilerliyor; yine de tedaviye hemen başlamalıyız.,açıklama
ms son derece değişken seyreden bir hastalıktır; bunun gerçekten ms olduğundan da yüzde yüz emin değiliz.,açıklama
"hastalık ilerlerse bağırsak ve mesane sorunları, bilişsel işlev kaybı ve ağrı gelişebilir.",açıklama
akut konfüzyon tablosu ms gibi demiyelinizan bir hastalıkla uyuşmuyor.,açıklama
sorun ms değil; çocuğun beyninde bir enfeksiyon var.,hipotez
bu nörosifiliz olabilir; rpr testinde yalancı negatiflik görülür ve 16 yaşında cinsel aktivite olasılığı da küçümsenemez.,hipotez
ilacı beyne ulaştırmanın en etkili yolu omurga üzerinden vermektir.,açıklama
"beyin gibi dar bir alana yüksek hacimde penisilin verirsek kafa içi basınç artar, beyin sapı herniasyonu gelişip hasta ölebilir.",açıklama
ama hastada şant olduğu için basınç artmaz; penisilini lomber ponksiyonla verebiliriz.,açıklama
işitsel halüsinasyonlar beynin daha da bozulduğunu gösteriyor.,açıklama
"mr, vaskülit olasılığını dışlıyor.",açıklama
bu kadar genç birinde dejeneratif hastalık olasılığı daha düşük.,açıklama
enfeksiyon ihtimali var ama ateş yok; beyaz küre sayısı da ancak sınırda yüksek.,açıklama
"hasta sesler duyuyor; eeg, sağ-sol eog ve diğer kayıtlarla beynin ne yaptığını dinleyelim.",hipotez
"şant açık ve yerinde, ekgde qrs normal ama derin t dalga inversiyonları var; karaciğer testleri yüksek ve hasta sesler duyuyor.",açıklama
bebekler ilk altı ay biyolojik annelerinin bağışıklığıyla korunur; biyolojik anne kızamığa karşı aşılı mıydı?,soru
sıradan kızamık bebekte döküntü ve yüksek ateş yapar; ama çok nadir durumlarda virüs mutasyona uğrar.,açıklama
mutasyona uğrayan kızamık virüsü beynine yerleşip 16 yıl boyunca zaman ayarlı bir bomba gibi saklanmış olabilir.,açıklama
bu tablo subakut sklerozan panensefaliti düşündürüyor.,hipotez
sspe ikinci evreye geçerse evrensel olarak ölümcüldür; bu geçiş bir ay sonra da olabilir bu gece de.,açıklama
tanıyı doğrulamak için pupilden geçerek retinadan biyopsi alacağız.,açıklama
mutasyona uğramış virüsü doğruladık; sspe tedavisi için ommaya rezervuarı üzerinden intraventriküler interferon vereceğiz.,açıklama
"gece kötü uyudum; boğazım tahriş oldu, öksürüyorum, midem bozuk ve sanırım ateşim var.",açıklama
vücudunda küçük bir döküntü de var.,açıklama
kan basıncı iv sıvılara rağmen yükselmiyor.,açıklama
tam kan sayımı olağan görünüyor ve abdominal btde de açıklayıcı bir bulgu yok.,açıklama
absidia enfeksiyonu olabilir mi?,hipotez
artrite eşlik eden vaskülit sinir hasarı yapabilir ama döküntü ve öksürüğü açıklamaz.,hipotez
alerji olabilir mi? ama tansiyon sorunlarını yine de açıklamıyor.,hipotez
karın ağrısı var; karsinoid sendrom olabilir.,hipotez
"tansiyonu kontrol etmezsek kaybedeceğiz; sepsis gibi davranın, geniş spektrum antibiyotik başlayın ve kortizol stimülasyon testiyle ekokardiyografi isteyin.",hipotez
kort-stim testi hipofiz ve adrenal bezlerin düzgün çalışıp çalışmadığını gösterecek.,açıklama
tam bir cinsel yolla bulaşan hastalık paneli çalıştık; sonuçlar negatif.,açıklama
bu tablo viral görünüyor; jel ve titre çalışmalarına başlamalıyız.,hipotez
"kan basıncı hızla düşüyor, akciğerleri sıvıyla doluyor, kreatinini yükseliyor ve böbrekleri kapanıyor; verdiğimiz tedavi onu düzeltmiyor, öldürüyor.",açıklama
belki de mesele abdominal enfeksiyon değildir; düşük tansiyon karın ağrısına yol açıyordur.,hipotez
viral bir kalp enfeksiyonu bağırsaklara giden kanı azaltır ve karın ağrısı yapabilir.,hipotez
"bu yaklaşım kardiyomiyopatiyi, ağrıyı, düşük tansiyonu ve ateşi açıklıyor.",açıklama
"güzel teori, ama hl öksürükle döküntüyü açıklamıyor.",açıklama
eğer bu viral ise yazdığımız antibiyotikler böbrek ve karaciğeri bloke edip vücudun enfeksiyonla savaşmasını engelleyebilir.,açıklama
akut interstisyel nefrit bulgusu var; bu da antibiyotiklerin böbrek yetmezliğinin nedeni olmadığını gösteriyor.,açıklama
"ateşi düştü, döküntüsü geriliyor ama öksürüğü sürüyor.",açıklama
beyaz küre sayısı düştü; vücudu artık enfeksiyonlarla savaşamayabilir.,açıklama
kemik iliği biyopsisinde viral enfeksiyon ya da fibrozis olup olmadığını görebiliriz; düşük kan sayımını açıklayabilir.,açıklama
kolşisin bir gut ilacıdır ve hücre bölünmesini durdurarak mitoza engel olur.,açıklama
"kolşisin karın ağrısı, döküntü, bulantı, ateş, böbrek yetmezliği, düşük tansiyon ve kemik iliği baskılanması yapar.",açıklama
doktor reçete yazmak için bir şey yapmak istemiş ve eczacı da öksürük ilacı yerine gut ilacı vermiş olabilir.,açıklama
"sorun bitmedi; yanlış ilaç teorisi tek başına her şeyi açıklamıyor, bir şey hl kanında dolaşıyor.",açıklama
lenfoma olabilir mi?,hipotez
"btde lenf bezi büyümesi yoktu, kan yayması normaldi, kemik iliği de temizdi; bu yüzden lenfomayı dışlamıştık.",açıklama
o zaman eksploratif laparotomi yapıp karında ne olduğunu görelim.,hipotez
"tansiyonu yok, bağışıklık sistemi çökmüş, böbrekleri çalışmıyor; cerrahi onu öldürür.",açıklama
tüpü kalpten geçirip akciğerdeki pulmoner arterlere ilerleteceğiz.,açıklama
kalp duvarını irrite ettiniz; ektopi gelişti.,açıklama
"herhangi bir aritmiyi tolere edemez, kateteri geri çekin.",açıklama
basıncı düştü; ritmi geri getirmek için şok veriyoruz.,açıklama
parmaklarında ağrı başladı; beyaz küre sayısını geçici olarak yükseltmek için gcsf dozunu iki katına çıkarmalıyız.,hipotez
organların hücre yenileme hızları farklıdır; bu yüzden kolşisin zehirlenmesinin belirtileri aynı anda değil sırayla ortaya çıkar.,açıklama
"ilk önce karın ağrısı, döküntü ve ateş başlar.",açıklama
sonra böbrekler etkilenir ve yetmezlik gelişir.,açıklama
ardından kemik iliği baskılanır ve kan değerleri çöker.,açıklama
daha sonra nöropati gelişir; el ve ayak parmaklarında ağrı ya da uyuşma başlar.,açıklama
bir sonraki belirti saç dökülmesidir.,açıklama
kötü haber şu: bu çocuk uyuşturucu kullanıyor.,açıklama
sadece iki kez ekstazi kullandım.,açıklama
"kolşisin bir ilaçtan, kremden ya da başka bir yoldan vücuduna girmiş; şimdi fab fragmanları başlıyoruz.",açıklama
kolşisin kalp kasının kasılmasını bozarak kan basıncını düşürüyor.,açıklama
verdiğimiz antikorlar kolşisini nötralize edecek ve kalbin yeniden normal güçte kasılmasını sağlayacak.,açıklama
"piyasada çok sayıda kolşisin formu var; hap, toz, sıvı, hatta damar içi formlar.",açıklama
o eski öksürük haplarından tekrar alabilir miyim?,soru
"eski haplar küçük, yuvarlak ve sarıydı ama üstlerinde hiçbir harf yoktu.",açıklama
"gerçek öksürük ilacının üzerinde harf var; önceki şişedeki harfsiz sarı haplar öksürük ilacı değil, kolşisindi.",açıklama
hiçbir şey yemedi bile. neden kusuyor?,açıklama
kusuyor mu? biraz halsiz.,açıklama
ateşi var.,açıklama
bebek nöbet geçiriyor! acil müdahale arabası getirin!,açıklama
ativan verin.,hipotez
bağırsak tıkanıklığı. gözlem altında. iyi olacak.,açıklama
"zamanında doğmuş bebek, 42 saatlik. 6 saat önce nöbet geçirdi, yoğun bakıma alındı, ince bağırsak tıkanıklığı tanısı kondu.",açıklama
"bebek erkek hausen. 48 saatlik. nedeni bilinmeyen ateş, 101 derece, yükseliyor.",açıklama
hastanede yayılan bir enfeksiyon var. bu çocuklar birbirinden dört saat arayla hastalandı.,hipotez
röntgene bak. normal gaz paterni. kolonda hava var.,test/prosedür
hava varsa bağırsak tıkanıklığı yok. radyologlar bebek röntgenlerini abartılı okur.,açıklama
bir şey bu bebeklerin ikisini de enfekte etmiş. izole edilmelerini ve doğum katının kapatılmasını istiyorum.,hipotez
"üç hasta bebek, dördüncüsü erken belirtiler gösteriyor. ateşleri fırlıyor, tansiyonları düşüyor.",açıklama
bu gidişle bir gün içinde ölebilirler.,açıklama
ayırıcı tanı. parazit? çok hızlı yayılıyor.,hipotez
"virüs mü? çocuklar çok hasta, kan testleri lenfositoz göstermedi.",hipotez
asiklovir ve ribavirine yanıt vermiyorlar.,açıklama
"bakteriyel enfeksiyon. geniş spektrumlu antibiyotiklere yanıt vermiyor, dirençli bir şey var.",hipotez
mrsa. hastanelerde hep mrsa olur.,hipotez
kontamine gıda veya su kaynağı olabilir. psödomonas. vre? h-flu?,hipotez
kültürler 48 saat sürecek. postmortem de olabilir.,açıklama
"mrsa için vankomisin, geri kalanı için aztreonam başlayalım.",hipotez
"mrg çekelim, apse veya gizli enfeksiyon kontrol edelim.",test/prosedür
"ateşi 103.5e çıktı, tansiyonu 8040. kalp kanı dolaştırmak zorunda, zayıfsa oksijen organlara ulaşamıyor.",açıklama
hartig ve chen-lupino bebeklerinin böbrekleri iflas ediyor. idrar testleri silindir göstermedi.,açıklama
antibiyotikler böbrek yetmezliğine neden oluyor. hem vankomisin hem aztreonam buna yol açabilir.,açıklama
"birini vankomisinden, diğerini aztreonamdan çıkaralım. terapötik deneme.",hipotez
kızınızı aztreonamdan çıkarıyoruz. psödomonas adlı bir mikrop gibi görünüyor.,açıklama
oğlunuzu vankomisinden çıkarıyoruz. mrsa olduğunu düşünüyoruz.,açıklama
tansiyon 6020. kalp hızı 180. levophed başlayın.,açıklama
nabız kaybediyorum. v-fib. şarj ediliyor. temiz. hl v-fib.,açıklama
ölüm zamanı: 18:57.,açıklama
aztreonam işe yaramıyor. diğer tüm bebeklere çift doz vankomisin verin.,hipotez
hartig bebeği de kötüleşiyor. vankomisin de işe yaramıyor.,açıklama
"süper mikrop. vrsa olabilir. hausen bebeğinde deri döküntüsü vardı, haşlanmış deri sendromu olabilir.",hipotez
bu bizim suçumuz. doktorlar antibiyotikleri aşırı reçete ediyor. üşüttün mü? penisilin al. işe yaramıyor mu? levofloksasin var.,açıklama
sonunda tansiyonunun üç pressörle bile ne kadar düşük olduğunu fark ettiniz mi? kalp hasarı?,hipotez
"chen-lupino çocuğunun miyokardının kesiti. fibrozis, lenfositik infiltratlar.",açıklama
kan testlerinde lenfositoz yoktu ama hepimiz bakteriyel diye düşündük. yanlıştı. kalplerini enfekte eden bir virüs.,açıklama
ribavirin ve asiklovir etkisiz. herpes virüslerini çizin. adenovirüs de.,açıklama
"sadece çocukları etkiliyor, anneler hasta değil. toksoplazmoz yok, rubella yok. torch sendromunu çizin.",açıklama
kardiyak skar. cmv. enterovirüsler. influenza a. rsv.,hipotez
"bin virüsü altıya indirmemiz lazım. antikor kitleri alın, hasta çocukları test edin. sağlıklı çocuk kontrol grubumuz olsun.",test/prosedür
"hasta bebekler ekovirus 11, cmv ve parvovirus b-19 için pozitif. sağlıklı çocuk da ekovirus 11 ve cmv pozitif.",açıklama
bebekler annelerinin antikorlarını taşıyor. sağlıklı çocuklar annelerinin antikorları sayesinde hayatta kaldı.,açıklama
"hasta çocukların annelerini ekovirus, cmv ve parvovirus için test edelim. antikoru olmayan hangisiyse çocuklarını öldüren odur.",test/prosedür
"ekovirus 11. bir enterovirüs. bağırsak yoluna yerleşir. yetişkinlerde ishal ve grip benzeri belirtilere neden olur, yenidoğanlar için ölümcül olabilir.",açıklama
kalbine zarar veriyor.,açıklama
"pennsylvaniada bir antiviral geliştiren şirket var, laboratuvar ortamında olumlu sonuçlar aldı.",açıklama
enterovirüsler insanlar tarafından yayılır. fekal veya oral yolla. yayan kişi semptomatik olmalıydı.,açıklama
"eklemlerim gevşek, son zamanlarda çok hasta oluyorum. günde 10 mil koşuyorum ama kilo veremiyorum.",soru
"bir parazitin var. birçok kadın bu paraziti kucaklamayı öğrenir, isim verir, minik kıyafetler giydirir.",açıklama
"kolundaki doğum kontrol implantının izini gördüm. çalışmıyorsa da adet görmezsin, düzenli hamilelik testi yaptırman gerekiyordu.",açıklama
"mono olduğumu söylediğiniz konuda, kocam da test edilmeli mi?",soru
kocanız kesinlikle mononuzun kaynağı.,açıklama
ellerini göster. son zamanlarda çok bulaşık mı yıkadın?,soru
bu kontakt dermatit. bulaşık deterjanına alerjin var. uzun süreli maruziyetle alerjik hale gelebilirsin.,açıklama
difenhidramin. bir antihistaminik. alerjik reaksiyonu durduracak. her sekiz saatte bir al.,açıklama
tezgah üstü kortizon kreminden de al.,açıklama
"rahibe, astım atağı geçiriyorsun. rahatlamanı istiyorum.",açıklama
sana epinefrin vereceğim. akciğerlerini açacak ve nefes almana yardımcı olacak.,açıklama
kalbim bu kadar garip hissetmeli mi?,soru
ama bu kadar hızlı değil. hemşire çağırın.,açıklama
kod çağırın ve defibrilatörü şarj edin. nabzı yok.,açıklama
"hastaya alerji tanısı koyup antihistaminik reçete ettin. solunum sıkıntısına girdi, epinefrin enjekte ettin. 1 cc mi?",soru
0.1 cc. standart doz. insanlar 0.1 cc epinefrinden kardiyak arreste girmez.,açıklama
epinefrinle alevlenen önceden var olan bir kalp rahatsızlığı olmalı.,hipotez
elleri kırmızı ve şişmişti. selülit? taşikardi ile kendini gösterebilir.,hipotez
ateş öyküsü yok. tam kan sayımı enfeksiyon göstermedi. eozinofiller hafif yükselmiş. sedimantasyon biraz yüksek.,açıklama
kan damarlarının iltihabı olabilir. vaskülit?,hipotez
vaskülit yükselmiş eozinofil sayısı vermez.,açıklama
"churg-strauss vasküliti verir. kalp, akciğer ve derinin kan damarları iltihaplanır; astım, döküntü ve kalp sorunları. tüm semptomları kapsar.",hipotez
tanı için biyopsi gerekir. göğüs bt daha hızlı olur.,test/prosedür
churg-strauss prognozu karanlık. tedavisiz yüzde 33 bir yıldan fazla yaşar. tedaviyle beş yıl.,açıklama
"göğüs bt çekin ve rahibeyi prednizon başlayın, 40 miligram günde üç kez.",hipotez
rahibe augustinede vasküler patoloji yok. churg-strauss yok demek.,açıklama
başka bir şey olabilir; tirotoksikoz veya karsinoid.,hipotez
koku. kusacağım. isa! benim için geliyor!,açıklama
"koku, dini vizyonlar, temporal lob şişmesinin belirtisi. nöbet geçiriyor. ativan verelim.",açıklama
hasta herpetik ensefalit için pozitif çıktı. bağışıklık sistemi ciddi şekilde baskılanmış.,açıklama
prednizon bağışıklık sistemini baskılar. sahip olmadığı hastalık için verdiğim ilaç bu değil mi?,açıklama
iki doz prednizon bunu yapmazdı. bağışıklık sistemi ciddi şekilde baskılanmış.,açıklama
"mikst bağ dokusu hastalığı. şişmiş eller, akciğer sorunları, kalp sorunları. hepsi uyuyor.",hipotez
ama anası normaldi.,açıklama
bağışıklık sistemini modüle eden ama baskılamayan bir şeyle tedavi edelim: hiperbarik oksijen odası.,hipotez
"protokol yok. oksijen toksisitesine neden olabilir, akciğer ve göz hasarı.",açıklama
"nefesi zorlaşıyor, pnömonit. bun ve kreatinin yükseliyor. alt ve ast normalin iki katı. ateş çıkıyor, döküntü yayılıyor.",açıklama
"bu incir otu çayı. akciğerleri açar, kan basıncını artırır, kalbi uyarır. 0.1 cc epinefrin bile enjekte edilirse anında kardiyak arrest.",açıklama
kardiyak arresti çıkarırsanız tüm semptomlar şiddetli uzun süreli alerjik reaksiyonla açıklanır.,açıklama
uzun süre tedavisiz kaldığı için basit alerjiden bağışıklık sistemini çökerten devasa alerjiye dönüşmüş.,açıklama
"alerjenler için deri testi yapacağız. henüz değil, çok reaktif, her şeye pozitif çıkıyor.",test/prosedür
"stabilize edelim, tüm alerjenlerden izole edelim. temiz odaya alın. sonra yavaş yavaş alerjenleri tanıtıp tepkisini gözlemleyeceğiz.",hipotez
anafilaktik şokta! temiz odada nasıl olur? 0.1 cc epi. entübe etmemiz lazım.,açıklama
mast hücreli lösemi olabilir. anafilaksiye neden olabilir.,hipotez
"kan seviyelerini kontrol ettim, eozinofili veya idiyopatik anafilaksi değil.",açıklama
"reaksiyona neden olabilecek alerjeni her yerde aradık, bir yer hariç: vücudunun içi.",hipotez
tıbbi geçmişinde ameliyat yok ama bir ameliyat geçirmiş. tüm vücut taraması isteyin.,test/prosedür
"bakır haç, 80lerde piyasadan çekilen bir doğum kontrol yöntemi. bakıra alerjik. nadir ama olur.",açıklama
"kürtaj olmuş, iud içeride kalmış, endometriyal dokuya gömülmüş.",açıklama
iudyi çıkarmak yeterli. semptomlar gerilemelidir.,açıklama
minimal semptomlarla alerjene uzun süreli maruziyet. son bir temas tam reaksiyona neden olur. ilk döküntü bakır mutfak eşyalarını yıkarken oluştu.,açıklama
"kanlı ishal, gaz, ağrı. sülfasalazin, steroid lavman, 5-asa, 6-merkaptopürin denedim.",soru
sigara. günde iki kez. çalışmalar sigara içmenin inflamatuar bağırsağı kontrol etmenin en etkili yollarından biri olduğunu gösterdi.,açıklama
"kalp hızı normal, böbrekler çalışıyor. iudlerini çıkarırsın, hemen toparlıyorlar.",açıklama
"38 yaşında kadın, sahada solunum arresti, entübe edilmiş, yetersiz oksijenizasyon.",açıklama
annenin küçük bir pulmoner embolisi oldu; akciğerlerine takılan kan pıhtısı.,açıklama
"pıhtının başladığı yer baldırı. derin ven trombozu. parçası koptu, kalpten geçti, akciğerlere gitti.",açıklama
annenin kan alkol düzeyi 0.12. sabah on buçukta.,test/prosedür
"iki ons votka verdim, sakinleştiriyor. sesler duyuyor.",açıklama
"şizofren mi? dvtyi açıklıyor. alkol bayıltıyor, uzun süre hareketsiz kalıyor. kan sulandırıcı başladık.",açıklama
"38 yaşında kadın, önceden semptomu yok, dvt ile başvuruyor. nasıl oldu?",açıklama
"oral kontraseptifler, sigara, diyabet, obezite. dvt dvtdir. iv heparin verin.",hipotez
"38 yaşında! dvt için 20 yıl çok genç! travma yok, risk faktörü yok.",açıklama
beyindeki anormal dopaminerjik yollar kan pıhtısına neden olmaz. şizofreni dvtnin nedeni değildir.,açıklama
"son iki aydır bacaklarını tıraş etmemiş, tremorlar yüzünden kendini kesiyor. son iki ayda bir şey değişti.",açıklama
"pıhtılaşma çalışmaları, pt, ptt, faktör 5, protein cs gönderelim.",test/prosedür
"psikiyatri ilaçlarını kesin, fiziksel tarafta neyin ne olduğunu biliriz.",açıklama
"haldol, 5 miligram, acil. kan almak için kimyasal kısıtlama olarak kullandım.",açıklama
yardım edin! kan kusuyor,açıklama
uzamış pt zamanı dışında her şey normal. k vitamini eksikliği düşündürüyor.,açıklama
k vitamini olmadan protein c çalışmaz. protein c olmadan pıhtılaşır. aynı anda pıhtılaşma ve incelme.,açıklama
"heparinle etkileşen ampisilin? iki ay önce boğaz ağrısı şikayeti, ampisilin almış.",hipotez
"alkol. immobiliteye neden olur, dvtyi açıklar. siroza neden olur, kanamayı açıklar. karaciğer ultrasonu yapalım.",hipotez
ampisilin hiç dokunulmamış. cameronın teorisi gitti.,test/prosedür
"kahvaltı, öğle, akşam hep dondurulmuş hamburger. house haklıydı.",açıklama
a ve c vitamini var ama k yok. annen bu yüzden hastalandı. plan: k vitamini yükle.,açıklama
"kırık değil. epifiz plağı, büyüme plağı. bu kemik yaşını söyler. on beş bile değil.",test/prosedür
biraz skar var. siroz. ama içmiyor!,açıklama
bir tümör. solid kitle. kanser.,açıklama
"k vitamini dvtye neden oldu, karaciğeri kötüleştirdi. ama tümör kanamanın asıl nedeni.",açıklama
"bayan palmeiro, ultrasonunuzdan kötü haberlerim var. kanseriniz var.",açıklama
"büyük, 5.8 santimetre. hiçbir şey yapmazsak 60 gün içinde karaciğer yetmezliğinden ölür.",açıklama
nakil gerekiyor.,hipotez
"şizofren anne, parası yok, kamusal yardımda. plan b: tümörü rezeke etmek için cerrahi.",hipotez
"yüzde 95 etanol. tümör hücrelerini dehidrate eder, geçici küçültür. cerrahı kandırmaya yetecek kadar.",açıklama
cerrah hepsini almış gibi görünüyor ama kemoterapi alması gerekecek.,açıklama
"annenin deli olmadığını düşünüyorum. oğlunu teslim etmek çok rasyonel. özveri şizofreni semptomu değil, tanıyı dışlar.",hipotez
ilk başvurduğunda 36 yaşındaydı. ilaçlar işe yaramadı. psikiyatri ilaçlarını kestiğimde daha berraklaştı.,açıklama
şizofreni değilse psikiyatrik semptomlarla ne başvurur? porfiri. kral georgeun deliliği.,hipotez
"o bakır şeyi? genetik, vücut çok fazla bakır biriktirir. wilson hastalığı?",hipotez
"dr. carne göz doktoru, psikiyatrist değil. wilson hastalığı kataraktla başvurur. hafif siroza da neden olur.",açıklama
parlak ışık göreceksin. vücudun çok fazla bakır biriktiriyor olabilir. kayser-fleischer halkaları arıyoruz.,test/prosedür
wilson hastalığı için tedaviye başlamamız gerekiyor. bakır halka korneada görülür,açıklama
hıçkırık. her şeyi denedim.,soru
yatışından beri günde ortalama 18 saat uyuyor.,açıklama
klinik depresyon. inanılmaz bulaşıcı.,hipotez
depresyonda değil. ateş. klinik depresyon ateşe neden olmaz.,açıklama
yükselmiş sedimantasyon hızı inflamasyon gösteriyor.,açıklama
hipersomni ve kişilik değişiklikleri beyne işaret ediyor.,hipotez
"başka sistemik inflamasyon bulgusu yok, muhtemelen vaskülit değil.",açıklama
"parazitler? sıtma, chagas?",hipotez
hasta abd dışına çıkmamış. kan ve bos yaymaları parazit göstermiyor.,açıklama
"tümör olmalı. kan işlerini tekrarlayın, 2 mm kesitlerle yeni mrg çekin.",test/prosedür
"lezyon yok, kütle etkisi yok. nörolojik sorunların nedenini hl bilmiyoruz.",açıklama
nöbet geçiriyor! yanına yatırın. ativan lazım!,açıklama
mrg hiçbir şey göstermiyor. tümör değil.,açıklama
küçük bir glioma kontrasttan gizlenebilir. pet taraması yapabiliriz.,hipotez
geç evre lyme hastalığı nöbetlere neden olabilir.,hipotez
